dup_id,chosen,alternatives
dup:0ca5cf22222d,"<pause:0/><c1e:0/>Persona可习得魔法：
古拉达因","<pause:0/><c1e:0/>Persona可添加
古拉达因 || <pause:0/><c1e:0/>Persona的魔法中
格拉达因可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加古拉达因"
dup:94a5a3727b78,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加米吉多","<pause:0/><c1e:0/>Persona可添加
米吉多 || <pause:0/><c1e:0/>Persona的魔法中
梅基多可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加梅迪亚"
dup:d5ee0c8702cd,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加米吉多拉","<pause:0/><c1e:0/>Persona可添加
米吉多拉 || <pause:0/><c1e:0/>Persona的魔法中
梅基多拉可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加梅迪亚拉"
dup:a2839d1bf487,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加米吉多拉翁","<pause:0/><c1e:0/>Persona可添加
米吉多拉翁 || <pause:0/><c1e:0/>Persona的魔法中
梅基多拉翁可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加梅迪亚拉翁"
dup:240f2b625897,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加迪亚","<pause:0/><c1e:0/>Persona可添加
迪亚 || <pause:0/><c1e:0/>Persona的魔法中
迪亚可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加迪亚"
dup:784d38d3a44e,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加迪亚拉玛","<pause:0/><c1e:0/>Persona可添加
迪亚拉玛 || <pause:0/><c1e:0/>Persona的魔法中
迪亚拉玛可以添加 || <pause:0/><c1e:0/>Persona魔法中
可添加迪亚拉玛"
dup:9acbbf772a9d,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加迪亚拉翰","<pause:0/><c1e:0/>Persona可添加
迪亚拉翰 || <pause:0/><c1e:0/>Persona的魔法中
迪亚拉罕可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
迪亚拉翰"
dup:3c99bfa56a72,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加梅迪亚","<pause:0/><c1e:0/>Persona可添加
梅迪亚 || <pause:0/><c1e:0/>Persona的魔法中
梅迪亚可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
梅迪亚"
dup:6ed152af9d2b,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加梅迪拉玛","<pause:0/><c1e:0/>Persona可添加
梅迪拉玛 || <pause:0/><c1e:0/>Persona的魔法中
梅迪拉玛可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
梅迪拉玛"
dup:50ead55412fb,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加梅迪拉翰","<pause:0/><c1e:0/>Persona可添加
梅迪拉翰 || <pause:0/><c1e:0/>Persona的魔法中
梅迪亚拉罕可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
梅迪亚拉翰"
dup:591a3d83afdb,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加波兹姆迪","<pause:0/><c1e:0/>Persona可添加
波兹姆迪 || <pause:0/><c1e:0/>Persona的魔法中
波兹姆迪可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
波兹姆迪"
dup:ea1783486158,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加科托尔迪","<pause:0/><c1e:0/>Persona可添加
科托尔迪 || <pause:0/><c1e:0/>Persona的魔法中
科托尔迪可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
科托尔迪"
dup:53e60058a10c,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加帕特拉","<pause:0/><c1e:0/>Persona的魔法中
帕特拉可以添加 || <pause:0/><c1e:0/>Persona的魔法中
添加解混乱 || <pause:0/><c1e:0/>可给Persona添加魔法
帕特拉"
dup:1dfdcc10dde6,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加梅帕特拉","<pause:0/><c1e:0/>Persona的魔法中
梅帕特拉可以添加 || <pause:0/><c1e:0/>Persona的魔法中
添加群解混乱 || <pause:0/><c1e:0/>可给Persona添加魔法
梅帕特拉"
dup:4faaeb473302,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加利卡姆","<pause:0/><c1e:0/>Persona的魔法中
利卡姆可以添加 || <pause:0/><c1e:0/>Persona的魔法中
添加复活 || <pause:0/><c1e:0/>可给Persona添加魔法
利卡姆"
dup:45007d55afe9,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加萨玛利卡姆","<pause:0/><c1e:0/>Persona的魔法中
添加完全复活 || <pause:0/><c1e:0/>Persona的魔法中
萨玛利卡姆可以添加 || <pause:0/><c1e:0/>可给Persona添加魔法
萨玛利卡姆"
dup:3aef67cbcd5d,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加利卡姆多拉","<pause:0/><c1e:0/>Persona的魔法中
利卡姆德拉可以添加 || <pause:0/><c1e:0/>Persona的魔法中
添加牺牲复活 || <pause:0/><c1e:0/>可给Persona添加魔法
利卡姆朵拉"
dup:14a1abfd4e59,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加多鲁米纳","<pause:0/><c1e:0/>Persona的魔法中
添加睡眠 || <pause:0/><c1e:0/>可向Persona魔法列表
添加多珥米那 || <pause:0/><c1e:0/>可给Persona添加魔法
多尔米娜"
dup:31046b8849a6,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加波伊兹玛","<pause:0/><c1e:0/>Persona的魔法中
添加中毒 || <pause:0/><c1e:0/>可向Persona魔法列表
添加波伊兹玛 || <pause:0/><c1e:0/>可给Persona添加魔法
波伊兹玛"
dup:61a1d67f8027,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加玛琳卡琳","<pause:0/><c1e:0/>Persona的魔法中
添加魅惑 || <pause:0/><c1e:0/>可向Persona魔法列表
添加玛琳卡琳 || <pause:0/><c1e:0/>可给Persona添加魔法
马林卡林"
dup:473baba3de23,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加普林帕","<pause:0/><c1e:0/>Persona的魔法中
添加恐惧 || <pause:0/><c1e:0/>可向Persona魔法列表
添加普林帕 || <pause:0/><c1e:0/>可给Persona添加魔法
普林帕"
dup:7e14f8ff5318,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加玛芙伊","<pause:0/><c1e:0/>Persona的魔法中
添加沉默 || <pause:0/><c1e:0/>可向Persona魔法列表
添加玛芙 || <pause:0/><c1e:0/>可给Persona添加魔法
玛芙伊"
dup:7cc3529cb11d,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加巴尔扎克","<pause:0/><c1e:0/>Persona的魔法中
添加狂暴 || <pause:0/><c1e:0/>可向Persona魔法列表
添加巴尔扎克 || <pause:0/><c1e:0/>可给Persona添加魔法
巴尔扎克"
dup:bb0329d0558a,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加伊尔佐恩","<pause:0/><c1e:0/>Persona的魔法中
添加绝望 || <pause:0/><c1e:0/>可向Persona魔法列表
添加伊尔佐恩 || <pause:0/><c1e:0/>可给Persona添加魔法
伊尔佐恩"
dup:444d76442333,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加塔尔卡加","<pause:0/><c1e:0/>Persona的魔法中
添加攻击提升 || <pause:0/><c1e:0/>可向Persona魔法列表
添加塔尔卡加 || <pause:0/><c1e:0/>可给Persona添加魔法
塔尔卡加"
dup:c5357440396a,"<pause:0/><c1e:0/>Persona的持有魔法中
可以添加拉库卡加","<pause:0/><c1e:0/>Persona的魔法中
添加防御提升 || <pause:0/><c1e:0/>可向Persona魔法列表
添加拉库卡加 || <pause:0/><c1e:0/>可给Persona添加魔法
拉库卡加"
dup:55b3c023f485,"<pause:0/><c1e:0/>Persona的持有魔法中
添加魔加","<pause:0/><c1e:0/>Persona的魔法中
添加魔攻提升 || <pause:0/><c1e:0/>可向Persona魔法列表
添加玛哈卡加 || <pause:0/><c1e:0/>可给Persona添加魔法
玛卡卡加"
dup:21312458e66d,"<pause:0/><c1e:0/>Persona的持有魔法中
添加魔防加","<pause:0/><c1e:0/>Persona的魔法中
添加魔防提升 || <pause:0/><c1e:0/>可向Persona魔法列表
添加萨玛卡加 || <pause:0/><c1e:0/>可给Persona添加魔法
萨玛卡加"
dup:15ab0ffc3b89,"<pause:0/><c1e:0/>Persona的持有魔法中
添加速加","<pause:0/><c1e:0/>Persona的魔法中
添加速度提升 || <pause:0/><c1e:0/>可向Persona魔法列表
添加斯库卡加 || <pause:0/><c1e:0/>可给Persona添加魔法
斯库卡加"
dup:971a4e293a0a,"<pause:0/><c1e:0/>Persona的持有魔法中
添加解加","<pause:0/><c1e:0/>Persona的魔法中
添加解除强化 || <pause:0/><c1e:0/>可向Persona魔法列表
添加迪卡加 || <pause:0/><c1e:0/>可给Persona添加魔法
德卡加"
dup:b8500fb93a63,<pause:0/><c1e:0/>可给Persona添加魔法\n提特拉加,"<pause:0/><c1e:0/>Persona的持有魔法中
添加物攻加 || <pause:0/><c1e:0/>Persona的魔法中
添加物理反射 || <pause:0/><c1e:0/>可向Persona魔法列表
添加迪特拉加"
dup:b2687f65187b,"<pause:0/><c1e:0/>Persona的持有魔法中
添加物反","<pause:0/><c1e:0/>Persona可习得
四重结界 || <pause:0/><c1e:0/>Persona的魔法中
添加物理反射 || <pause:0/><c1e:0/>可向Persona魔法列表
添加迪特拉康"
dup:7b82c7f6f23f,"<pause:0/><c1e:0/>Persona的持有魔法中
添加魔反","<pause:0/><c1e:0/>Persona可习得
玛卡拉结界 || <pause:0/><c1e:0/>Persona的魔法中
添加魔法反射 || <pause:0/><c1e:0/>可向Persona魔法列表
添加玛卡拉康"
dup:0b7434226967,"<pause:0/><c1e:0/>Persona的持有魔法中
添加避敌","<pause:0/><c1e:0/>Persona可习得
艾斯托玛 || <pause:0/><c1e:0/>Persona的魔法中
添加避敌 || <pause:0/><c1e:0/>可向Persona魔法列表
添加艾斯托玛"
dup:a1b84dc47c4e,"<pause:0/><c1e:0/>Persona的持有魔法中
添加脱逃","<pause:0/><c1e:0/>Persona可习得
特拉芙莉 || <pause:0/><c1e:0/>Persona的魔法中
添加逃跑 || <pause:0/><c1e:0/>可向Persona魔法列表
添加特拉芙莉"
dup:005760a7bfbc,<pause:0/><c1e:0/>Persona的STR提升8,<pause:0/><c1e:0/>Persona力量提升8点 || <pause:0/><c1e:0/>Persona的STR+8 || <pause:0/><c1e:0/>提升Persona的STR 8点
dup:8551cffe93f4,<pause:0/><c1e:0/>Persona的VIT提升8,<pause:0/><c1e:0/>Persona体力提升8点 || <pause:0/><c1e:0/>Persona的VIT+8 || <pause:0/><c1e:0/>提升Persona的VIT 8点
dup:a42a299c673f,<pause:0/><c1e:0/>Persona的TEC提升8,<pause:0/><c1e:0/>Persona技巧提升8点 || <pause:0/><c1e:0/>Persona的TEC+8
dup:6718a69efdcd,<pause:0/><c1e:0/>Persona的AGI提升8,<pause:0/><c1e:0/>Persona敏捷提升8点 || <pause:0/><c1e:0/>Persona的AGI+8
dup:f13d9c85b015,<pause:0/><c1e:0/>Persona的LUC提升8,<pause:0/><c1e:0/>Persona的LUC+8 || <pause:0/><c1e:0/>Persona运气提升8点
dup:3451a0680ab5,<pause:0/><c1e:0/>Persona的基本能力各提升4,<pause:0/><c1e:0/>Persona全能力+4 || <pause:0/><c1e:0/>Persona全能力提升4点
dup:451c4f6d7f24,"
<SURNAME/><c1d:9/>上着锁。<c1d:1/>
","
<SURNAME/><c1d:9/>锁着。<c1d:1/>
"
dup:7cfa1ef74932,"
<option:2/>腾出空位
不腾出空位
<option_end/>","
<option:2/>腾出空位
保持现状
<option_end/>"
dup:695f591a5db4,"
<SURNAME/>唔可以！（嗯木～伊）不要不要不要！！
<SURNAME/>被那种色老头碰到，绝对不要！！<pause:30/>
<SURNAME/>肯定假借治疗名义，想做下流事啦！","
<SURNAME/>不可以！不要不要不要!!
<SURNAME/>被那种色老头碰，绝对不要!!<pause:30/>
<SURNAME/>肯定说什么治疗的名义，想做H的事！"
dup:652bcafafe37,"
<SURNAME/>那个模特儿算老几!?
<SURNAME/>超火大的吧?","
<SURNAME/>那个人偶算老几!?
<SURNAME/>超火大的吧?"
dup:4bfd1deb5110,"
<SURNAME/>你得再多培养点品味才行呢。<pause:15/>
<SURNAME/>下次好好给你上一课。<pause:15/>
<SURNAME/>再见。 ","
<SURNAME/>你得再多培养点品味才行。<pause:15/>
<SURNAME/>下次我好好给你上上课。<pause:15/>
<SURNAME/>再见。"
dup:8ff6ca34c44d,"
<SURNAME/>哎呀，欢迎光临。<pause:10/>
<SURNAME/>怎么样?<SURNAME/><pause:10/>这里只放漂亮的衣服哦。<pause:15/>
<SURNAME/>所以别犹豫，买走吧。","
<SURNAME/>哎呀，欢迎光临。<pause:10/>
<SURNAME/>怎么样？<SURNAME/><pause:10/>这里只有漂亮的衣服。<pause:15/>
<SURNAME/>所以别犹豫，买走吧。"
dup:6df66cb38949,"
<SURNAME/>…那个，这里有转校生吧？<pause:15/>
<SURNAME/>现在在哪儿，知道吗？","
<SURNAME/>…那，这里有转校生对吧?<pause:15/>
<SURNAME/>知道他现在在哪吗?"
dup:536bb8378e11,"
<SURNAME/>转校生？<SURNAME/>啊，那家伙啊…<pause:15/>
<SURNAME/>不，最近没来学校。<pause:15/>
<SURNAME/>是不是住院了？<SURNAME/>我不知道。","
<SURNAME/>转校生?<SURNAME/>啊，那家伙啊…<pause:15/>
<SURNAME/>不，最近没来学校。<pause:15/>
<SURNAME/>可能住院了吧?<SURNAME/>我不知道。"
dup:0de56eedc5d0,"
<SURNAME/>怎么了？<SURNAME/>荣吉君。<pause:15/>
<SURNAME/>那个转校生是你认识的人吗？","
<SURNAME/>怎么了?<SURNAME/>荣吉君。<pause:15/>
<SURNAME/>那个转校生是你认识的人吗?"
dup:50876d0a97d0,玛克西风暴,最大风暴
dup:ffd4e78e03b8,"
<SURNAME/>现在不就在说话吗!
<SURNAME/>何等无礼之人，哼!
<SURNAME/>怒发冲冠矣!<SURNAME/>哼!哼!","
<SURNAME/>现在不就在说话吗！
<SURNAME/>多么失礼的人类啊，噗！
<SURNAME/>怒发冲冠了啦！<SURNAME/>噗噗、噗噗！"
dup:70b4606790f4,"
<SURNAME/>喂<c14/>、<pause:15/>
<SURNAME/>假面党游戏里，药房这种地方
<SURNAME/>我们还没玩过吧？","
<SURNAME/>喂<c14/>、<pause:15/>
<SURNAME/>假面党游戏里，药铺这种
<SURNAME/>还没玩过呢。"
dup:dc1d865de9c2,"
<SURNAME/>喂<c13/>，等这个事件解决了，
<SURNAME/>我们再大家一起玩假面党游戏吧。<pause:15/>
<SURNAME/>说不定挺有趣的！","
<SURNAME/>喂<c13/>、等这个事件解决了
<SURNAME/>大家再一起玩假面党游戏吧。<pause:15/>
<SURNAME/>说不定挺有趣的！"
dup:cc07345dd280,"
<SURNAME/>就是啊，
<SURNAME/>如果米切先生出了什么事，
<SURNAME/>春日山高中就完蛋了！","
<SURNAME/>就是啊，
<SURNAME/>米切先生要是有个三长两短，
<SURNAME/>春日山高中就完蛋了！"
dup:be7d18539ad4,"
<SURNAME/>…搞什么突然这样…<pause:15/>
<SURNAME/>你们不是康夫的左右手吗？
<SURNAME/>不是一直把我当眼中钉吗？","
<SURNAME/>…搞什么突然…<pause:15/>
<SURNAME/>你们不是康夫的左右手吗？
<SURNAME/>不是总把老子当眼中钉吗？"
dup:23eea955028a,"
<SURNAME/>这、这完全是误会。
<SURNAME/>其实我们也对那个会长的任性妄为
<SURNAME/>感到非常头疼。","
<SURNAME/>哪里，那是天大的误会。
<SURNAME/>其实我们也对那位会长的任性
<SURNAME/>感到非常困扰。"
dup:5709d5c6a17d,"
<SURNAME/>如果趁此机会把那家伙打趴下，
<SURNAME/>这个学生会，乃至整个学校，
<SURNAME/>都会变得更加和平健全。","
<SURNAME/>趁此机会若能打倒那家伙，
<SURNAME/>这个学生会乃至整个学校，
<SURNAME/>都会更和平健全。"
dup:0f91e50123f5,"
<SURNAME/>那家伙似乎因为害怕你，
<SURNAME/>躲在学校某个地方。请设法找到他，
<SURNAME/>打倒那个邪恶的化身！","
<SURNAME/>那家伙似乎因惧怕您，
<SURNAME/>藏身在学校某处。请设法找出他，
<SURNAME/>打倒那个邪恶的化身！"
dup:f45b25cd03b4,"
<SURNAME/>知～道了，知～道了。<pause:15/>
<SURNAME/>那么，康夫躲在哪里，
<SURNAME/>你们有线索吗？","
<SURNAME/>知道啦，知道啦。<pause:15/>
<SURNAME/>那，康夫躲哪儿了，
<SURNAME/>有线索吗？"
dup:81d86bae2967,\n<SURNAME/>终于，现在、过去、未来，\n<SURNAME/>连绵的时间之环开始转动，\n<SURNAME/>希巴尔巴现出了身影。\n,"
<SURNAME/>终于，现在、过去、未来、
<SURNAME/>相连的时间之环开始转动，
<SURNAME/>希巴尔巴现出了其身影。
"
dup:965341b14fb9,\n<SURNAME/>从今往后，等待诸君的，\n<SURNAME/>是这伏行之混沌所编织的更残酷的命运…\n,\n<SURNAME/>今后等待诸君的，\n<SURNAME/>将是伏行而来的混沌所编织的、更为严酷的命运吧…\n
dup:abd02cda989f,\n<SURNAME/>伏行之混沌…<pause:30/>\n<SURNAME/>那究竟是什么…?<pause:30/>\n,\n<SURNAME/>伏行之混沌…<pause:30/>\n<SURNAME/>那到底是什么…?<pause:30/>\n
dup:608202c57dc2,\n<SURNAME/>还有太多不明白的事。<pause:30/>\n<SURNAME/>关于淳君的父亲、那个Persona…<pause:30/>\n<SURNAME/>为什么传闻会变成现实…\n,"
<SURNAME/>还有太多未解之事。<pause:30/>
<SURNAME/>淳君父亲的事，那个Persona的事…<pause:30/>
<SURNAME/>为何传闻会成真…
"
dup:64aa43b8bd93,"
<SURNAME/>终有一日会明白…<pause:30/>
<SURNAME/>若说有人能阻止那家伙的黑暗猖獗，
<SURNAME/>非诸位莫属。
","
<SURNAME/>终有一天，一切都会明了…<pause:30/>
<SURNAME/>若说有人能阻止那家伙…黑暗的猖獗，
<SURNAME/>那非诸君莫属。
"
dup:5fd31254405f,"
<SURNAME/>十年培育的思念之力…<pause:30/>
<SURNAME/>让那家伙见识诸位的可能性吧。
","
<SURNAME/>历经十年培育的思念之力…<pause:30/>
<SURNAME/>就让他见识一下诸君的可能性吧。
"
dup:c15febc2b277,\n<SURNAME/>将黛<SURNAME/>雪野的Persona能力，\n<SURNAME/>托付给黑须<SURNAME/>淳吧。\n,"
<SURNAME/>将黛<SURNAME/>雪野的Persona能力，
<SURNAME/>托付给黑须<SURNAME/>淳吧。
"
dup:f4f2f71946dd,\n<SURNAME/>吾乃赫尔墨斯…<pause:30/>\n<SURNAME/>赐予幸运与财富者，亦是亡魂的引路人…<pause:30/>\n<SURNAME/>吾之分身啊，以如风般无私之心去爱人吧…\n,"
<SURNAME/>吾乃赫尔墨斯…<pause:30/>
<SURNAME/>赐予幸运与财富者，亦是亡魂的引路人…<pause:30/>
<SURNAME/>吾之分身啊，以如风般无私之心去爱人吧…
"
dup:5e0b86f65777,\n<SURNAME/>好温暖…<pause:30/>\n<SURNAME/>黛小姐…谢谢你…<pause:30/>\n<SURNAME/>你的心意，我不会辜负…\n,"
<SURNAME/>好温暖…<pause:30/>
<SURNAME/>黛小姐…谢谢你…<pause:30/>
<SURNAME/>你的心意，我不会辜负…
"
dup:5b95dbe81c0e,\n<SURNAME/>其他诸君，似乎也找到了幼时改变自己的、\n<SURNAME/>真正的Persona…<pause:30/>\n<SURNAME/>那份思念，必将成为抓住明日的力量吧。\n,"
<SURNAME/>其他诸君，似乎也找到了幼时改变自己的、
<SURNAME/>真正的Persona…<pause:30/>
<SURNAME/>那份思念，必将成为抓住明日的力量吧。
"
dup:5082730f7dcd,\n<SURNAME/>吾即汝…汝即吾…<pause:30/>\n<SURNAME/>吾乃自汝心之海而生者…<pause:30/>\n<SURNAME/>烈日与苍穹之支配者阿波罗是也…\n,"
<SURNAME/>吾即汝…汝即吾…<pause:30/>
<SURNAME/>吾乃自汝心之海而生者…<pause:30/>
<SURNAME/>烈日与苍穹之支配者阿波罗是也…
"
dup:50d65eca8a33,\n<SURNAME/>吾乃阿尔忒弥斯…<pause:30/>\n<SURNAME/>朦胧、照耀诸行之月女神…<pause:30/>\n<SURNAME/>汝、纯洁之半身啊。莫要畏惧宿命\n,"
<SURNAME/>吾乃阿尔忒弥斯…<pause:30/>
<SURNAME/>朦胧、照耀诸行之月女神…<pause:30/>
<SURNAME/>汝、纯洁之半身啊。莫要畏惧宿命
"
dup:1a7f21132bfb,<SURNAME/>我跟你说啊… <SURNAME/>10年前，这座城市不是发生了连环纵火案吗? <SURNAME/>那时死了好多人，可犯人一直没抓到…,<SURNAME/>那个啊… <SURNAME/>10年前，这个城市不是发生了连环纵火案吗？ <SURNAME/>那时死了很多人，可是犯人一直没抓到…
dup:1940920a0940,<SURNAME/>啊对了<c12/>君、<pause:10/>职员室也有 <SURNAME/>校徽哦!<SURNAME/><pause:15/>这里交给我们收拾 <SURNAME/>，<c12/>君快去砸掉它。,<SURNAME/>啊对了<c12/>君、<pause:10/>职员室也有 <SURNAME/>校徽哦!<SURNAME/><pause:15/>这里交给我们收拾 <SURNAME/>，<c12/>君你快去砸掉它吧。
dup:42029126ca04,"
<SURNAME/>欢迎光临～。
<SURNAME/>呵呵。<pause:15/>
<SURNAME/>欢迎来到里见忠港南分店～♪","
<SURNAME/>欢迎光临〜。
<SURNAME/>呜嘿嘿嘿。<pause:15/>
<SURNAME/>欢迎来到佐富多田港南分店〜♪"
dup:0bc3da988833,"
<SURNAME/>还有其他什么事吗～？","
<SURNAME/>还有其他什么事吗〜?"
dup:12f2d77f7b98,"
<SURNAME/>好好，谢谢啦～
<SURNAME/>下次再来哦～","
<SURNAME/>好好，谢谢啦〜
<SURNAME/>请再来光临啊〜"
dup:563971b8adad,"
<SURNAME/>啊啊啊啊啊啊啊…!?<pause:30/>
<SURNAME/>住…住手啊啊啊啊啊…!!
","
<SURNAME/>啊啊啊啊啊啊…!?<pause:30/>
<SURNAME/>住…住手啊啊啊啊啊…!!
"
dup:16e7096b9cb0,"
<SURNAME/>Bonjour，先生。
<SURNAME/>欢迎来到Claire de Lune。<pause:15/>
<SURNAME/>今天要不要试试这边的套餐？","
<SURNAME/>日安，先生。
<SURNAME/>欢迎光临克莱尔·德·吕讷。<pause:15/>
<SURNAME/>今日可要试试本店套餐？"
dup:2cef4aa0d09c,"
<SURNAME/>还有其他需要吗？
<SURNAME/>请尽管吩咐。","
<SURNAME/>还有其他吩咐吗？
<SURNAME/>请尽管提出。"
dup:bf5182dd181c,"
<SURNAME/>Au revoir…<pause:15/>
<SURNAME/>衷心期待
<SURNAME/>您的再次光临。","
<SURNAME/>再会…<pause:15/>
<SURNAME/>衷心恭候
<SURNAME/>您的再度光临。 "
dup:73c1d998e537,"
<SURNAME/><c13/>君，
<SURNAME/>那边不是刚才进来的门吗？
<SURNAME/>从对面的门出去吧。
","
<SURNAME/><c13/>君，
<SURNAME/>那边不是刚才进来的门吗?
<SURNAME/>从对面的门出去吧。
 || 
<SURNAME/><c13/>，
<SURNAME/>那边不是刚才进来的门吗?
<SURNAME/>从反方向那扇出去吧。
"
